,review_id,product_id,title,author,rating,content,timestamp,profile_id,is_verified,helpful_count,product_attributes,product_name
230,R13CI1S6EU75A,B09H27SXHS,1.0 out of 5 stars Theyre not that good,Britt,1,"They're good headphones, until one falls out of your ear then that headphone will not work. I cant hear anything out of my left earbud, but my right earbud still works and has fallen out as well. The sound is nice, but I wouldnt recommend.","Reviewed in the United States April 28, 2022",AEOPP2ECDRMN7DKG66ZJKJGZKOJA,1,0,Unknown,HTC True Wireless Bluetooth Earbuds 2
231,R2HQY07AMLC15S,B09H27SXHS,1.0 out of 5 stars Sound volume too low and always disconnect,Tonny,1,"Purchased in Black Friday 2021, sound volume too low and the battery of one of the earplug goes very quickly and disconnected within an hour, and then it plays annoying bee bee sound when it is disconnected and looking for a device.","Reviewed in the United States June 23, 2022",AF3GGXUKR6KSMZQSDC5YCL4UCH5Q,1,0,Unknown,HTC True Wireless Bluetooth Earbuds 2
232,R3LODIHI2ZVG4G,B09H27SXHS,1.0 out of 5 stars Ear size,Garfield thompson,1,I returned it as none of the ear sizes worked property and stayed in place. When you moved at a slight pace it would fall out. It was only good if you were sitting down or stationary,"Reviewed in the United States July 20, 2022",AGJUZFX2N3RPTUP7QHZOQW7K5A4A,1,0,Unknown,HTC True Wireless Bluetooth Earbuds 2
233,R2KC32QWMPJUL5,B09H27SXHS,1.0 out of 5 stars Audio quit working on 1 unit,Danny McDonald,1,I've only had these for 2 months and only used them 5 or 6 times and one no longer has audio. I know its connecting because the touch pad works for volume but there is no audio.,"Reviewed in the United States April 29, 2022",AFNACEMRBSKXAPGR7L7UIWEOXHZA,1,0,Unknown,HTC True Wireless Bluetooth Earbuds 2
234,R2352PYL92XBP,B09H27SXHS,1.0 out of 5 stars The right ear bud stopped working after a week of owning/using.,Hunter Lamer,1,I liked them until one of the two stopped working after a week of use. Update: second one failed a week after the first one. Wish I could get my money back.,"Reviewed in the United States March 19, 2022",AFQLYR47P7AU2JRVUM2ED5ZSIZUQ,1,0,Unknown,HTC True Wireless Bluetooth Earbuds 2
235,R1DKW21Y9EB0Y6,B09H27SXHS,1.0 out of 5 stars Defective item,Nwanne,1,Charging case does not hold a charge. Once it's unplugged the LED turns red meaning it needs to be charged. I have been charging it since last night. I will be returning this item.,"Reviewed in the United States May 3, 2022",AHFHB4R2AIDA26BD2HU263QEOBQA,1,0,Unknown,HTC True Wireless Bluetooth Earbuds 2
236,R2A62ZZHN1VHTE,B09H27SXHS,1.0 out of 5 stars Didn’t last more than one use,Kimberly D.,1,"Charged ear buds, use them for the first time & then they didn’t work. I followed the reset directions & now only one side works. Poor quality.","Reviewed in the United States June 29, 2022",AF2LSBJH3QMUBOQHDEXVHKPKVJZQ,1,0,Unknown,HTC True Wireless Bluetooth Earbuds 2
237,RXYNYT9L6I7MZ,B09H27SXHS,1.0 out of 5 stars Never recharged,Mr. Smith,1,It worked great the first day I got them. I left it on charger for awhile and the case was charged up but it never charged the earbuds. Waste of earbuds,"Reviewed in the United States January 29, 2022",AFRM7VSIBK7NHCS2VYIK5SG42YFQ,1,0,Unknown,HTC True Wireless Bluetooth Earbuds 2
238,RU1AT569TQ1I4,B09H27SXHS,1.0 out of 5 stars This is thing is a waste of money do not buy it,Didi,1,This HTC ear bud is the worst thing ever all it does is beep I put it in the trash the next day. Very useless thing to waste money on.,"Reviewed in the United States January 22, 2022",AEKYUOQK5CSWRQFEVELCNKHG37TQ,1,1,Unknown,HTC True Wireless Bluetooth Earbuds 2
239,R2STNPDXKV81AW,B09H27SXHS,1.0 out of 5 stars Right ear bud stopped working after 1 month.,Amazon Customer,1,I had this for less than a month before one stopped playing. it still controls playback (stop/start) but there is no sound.,"Reviewed in the United States March 13, 2022",AEWANB2HXJK6FD64OBM42WVOHQWA,1,0,Unknown,HTC True Wireless Bluetooth Earbuds 2
240,R1TSNYXEMWB9XA,B09H27SXHS,1.0 out of 5 stars Muy mala calidad,maximiliano Rodriguez,1,Muy mala calidad,"Reviewed in the United States June 26, 2022",AHSO7SSTO2EOVTNQWGOZ7BDKZFCA,1,0,Unknown,HTC True Wireless Bluetooth Earbuds 2
241,R1N8SGNE8GVRQ5,B09H27SXHS,1.0 out of 5 stars Waste of money,SP,1,"By the second time using them, the left side stopped working. Waste of money.","Reviewed in the United States September 22, 2022",AEKCV2HFAIG2YDDS5MPUG4YEIQRA,1,0,Unknown,HTC True Wireless Bluetooth Earbuds 2
242,R2GNZJDQQQE0XP,B09H27SXHS,1.0 out of 5 stars Worked for 3 days,Christian cardenas,1,Now they won't charge past 30%. I'm disappointed in them.,"Reviewed in the United States December 8, 2021",AGG4D4TYDX2I5PLYQVIL7FUUKOXQ,1,1,Unknown,HTC True Wireless Bluetooth Earbuds 2
243,RI0YHR3D2DSQ5,B09H27SXHS,1.0 out of 5 stars Don’t bother!!!,RV,1,Horrible! Would not pair correctly. It would connect with out sound. What good is that?!?! Waste of money!!,"Reviewed in the United States June 14, 2022",AG57WRWWER3MKRCVS3CVQXUXRFFA,1,0,Unknown,HTC True Wireless Bluetooth Earbuds 2
244,R2GKIRLTD7YY0I,B09H27SXHS,1.0 out of 5 stars Do not buy lasted a few months the. Stopped working,Eric,1,Garbage product,"Reviewed in the United States May 24, 2022",AEEWZIJREFG534J7GROPTZZORAGA,1,0,Unknown,HTC True Wireless Bluetooth Earbuds 2
245,R1TNTONRLTPEWR,B09FM6PDHP,5.0 out of 5 stars Raycons better up their game if they wanna compete.,Dawson,5,Before I bought these I had raycons. Raycon earbuds are absolute trash. The feel was cheap and they broke after dropping them. The sound was eh but absolute trash. I had to use the warranty to get a new pair and same issue. I had to eventually buy a new pair and I decided I wouldn't ever buy raycons again and since these were on sale for $60 I decided to give them a shot. I knew JBL was a great speaker and headphones brand so I wanted to give them a try. Omg they are the best earbuds I've ever had. They're so easy to connect to ur phone and you can change the sound profile from the app. The sound cancellation is like nothing I've ever had even better somehow than my gaming headphones I think. The bass is unreal!!! The sound clarity and everything is incredible. Best earbuds I've ever had. They are durable too. They feel like good quality and the case is perfect. It feels good it snaps shut and has a good satisfying feel and sound when it does. It fits perfectly in my pocket and the charge life is so fricken long I can go a week without charging it and it still has life. I've had these for about a month and only charged them maybe twice. I'm so happy with the way these are id highly suggest buying these. Especially over raycon earbuds. I'm so happy I helped people not waste their money on that crappy brand. Someone I talked to even canceled their order to buy a pair of these and thanked me because these were on sale for way cheaper. But even at base price for only a few dollars more why not buy quality? If you want the best earbuds I'd say on the market ....buy these. It's cheap for the experience and quality your getting.,"Reviewed in the United States May 16, 2024",AGI3WTFII3HB6JI2GL5PM7J7F7DQ,1,54,Color: BlackStyle: Headphones,JBL Tune 230NC TWS
246,R11OSJ184YK5L8,B09FM6PDHP,5.0 out of 5 stars Amazing sound quality,Amazon Customer,5,"This review is representative of my first impressions after receiving the item.Fit - 4/5: While I've had better fitting earbuds in the past, I would say that these aren't problematic at all, but not perfect either. The buds fit fairly snugly in my ears, and its quite nice that they've included a few tips. They don't seem to move around if I shake my head, so I have decent confidence that if I take them to the gym or on a run, I wouldn't have problems. That said, they don't quite fit perfectly, but everyones ear is a bit different so others might find it better or worse.Sound - 5/5: All I can say is wow do I love the sound that these produce. The level of bass is far beyond anything that I've had from my other earbuds (Jabra Elite 65t and Jlabs JBuds Air). The app includes equalizer settings that actually make quite a lot of difference (unlike other headphone apps I have used) and I am blown away by how much bass can come from these headphones. I have also noticed with other wireless buds that they tend to be on the quiet side, not reaching the same volume that my larger Sony headphones can, but that is not at all the case here. These get LOUD. As someone who plans to mainly use these for workouts, this is exactly what I hoped for.Battery - 5/5: So far I have not had a chance to use these until they die, so I have to disclaim that. However, if the battery matches up or comes close to their claims, which I expect they will given it is a reputable brand, then I will be impressed. My other buds max out at around 8 hours, so getting almost 4x the total battery life is excellent. 8 hours without recharging is very impressive.Look and feel - 3/5: The case looks nice and I think the aesthetics are fine. But the buds themselves are polished smooth, which makes them a bit tricky to handle with your fingertips. Once they're in, its no problem. But a matte finish or some texture would have been better for usability.I'll update this review if I find any reason to, but I am extremely impressed by the headphones, especially for the price point. Highly recommend!","Reviewed in the United States July 19, 2024",AHDFGIHZLAWNS6GVEJFT6HO4JONQ,1,18,Color: BlackStyle: Headphones,JBL Tune 230NC TWS
247,R2ND8UB3QKR4XD,B09FM6PDHP,4.0 out of 5 stars JBL for the win.,Amber,4,"Affordable, and great all arounder. Noise cancelling is great, they fit in my ears well which I usually have trouble with. The quick start guide helped a ton figuring out all the controls, which is a must for me as I find I have a lot trouble figuring these types of things out. I think there is even an app that you can change the commands which is pretty cool! So they get an A plus for adjustability in that regard.I love the color, I chose navy but there many to choose from. I haven’t used them much for phone calls yet, but they pick up the wind a lot so I’ve chosen not to use them for most of my phone calls when I’ve had them in.","Reviewed in the United States July 29, 2024",AHKSTPYCQ256XNBIJJNN5IKNF43A,1,1,Color: BlueStyle: Headphones,JBL Tune 230NC TWS
248,R1ATLW9X08QUD0,B09FM6PDHP,"5.0 out of 5 stars Great sound, comfortable in the ears",Rusty Squeezebox,5,"Took a chance and bought these on prime day, pleasantly surprised with the quality compared to the jlab buds I've been using for years. Again very happy with the quality but more importantly for me is the battery life, these are very comparable with the higher end jlab buds that will last me the entire work day and have enough juice in the case so that I'm not having to charge them multiple times a week. These are amazing in both categories. And lastly you can listen to each bud independently which is a must for people like me that usually only wear one. So In the off chance one dies you just pop in the other one and your good to go for another 8 hours.","Reviewed in the United States July 25, 2024",AGYXE4BIFF7ICA2CNQ27K5VYPBCQ,1,0,Color: BlackStyle: Headphones,JBL Tune 230NC TWS
249,R1PDE5V244R06D,B09FM6PDHP,"5.0 out of 5 stars At 50% or more off, these are great.",Dru Ha,5,"I have one pair for work and one for home/going out. I wouldn’t have spent $100 on each pair but at $50 per pair they’re a good deal.The ANC is pretty impressive for little earbuds. Makes the background sounds in an IHOP at 9:30 on a Sunday nearly disappear. They also eliminate the sound of snoring dogs and humans.Took a recent trip on an airplane and opted to bring these instead of my Sennheiser Momentum 3’s. I’m an audiophile on a budget. They can’t compete with the over-ear Momentum for sound reproduction. But for earbuds they’re a great product at the sale price.There is a JBL app you can download to your smartphone but the controls are reasonably intuitive. I have big fingers so I probably miss the sweet-spot for function control more than the average person. I’ve found the bass to be a little lacking but I think that’s due to the EQ setting I’ve selected. You do have some EQ presets to choose between in the app.They come with three sets of the rubber earplugs for various sizes of ear-canals. Medium worked for me. I can use them to sleep, travel, shut out the loud noises in restaurants, and for Zoom calls.Consider the color you want to stand out against your bedding when they fall out if falling asleep with them in.I like them enough that I bought a second, dedicated pair for work.The ANC has three settings but so far I haven’t found one that totally mutes audio output from your device in the “ambient-aware” or “talk through” modes. That’s a feature I like on my Momentum. It can be accomplished by the extra step of just pausing playback with a tap on the right, then tap the left to toggle through the three ANC modes.They work great with an iPhone as well as Windows 10/11 computers.Much greater clarity the the JLAB go, which don’t seem to have any functional ANC. I should have spent the extra money at the get-go.Buy them when on sale. They’ll probably be fine for you.If ANC and a variety of EQ options are the most important features for you, spring for the current $300 - $400 Sony over-ears. I have a pair of those in the house-too. Their ANC is better but for the music I listen to the Sennheisers are #1. However I would recommend the Sonys for over-ear for the average listener and these for travel, etc. it’s a lot harder to lose a big set of cans than earbuds so I don’t want to invest too much in these little guys.JBL has always served me pretty well for the price in the pro-audio and live sound amplification area so I had some confidence in the name when I bought these.","Reviewed in the United States November 11, 2023",AFUR62MXQUALQJX5LDFW3KOQBQLA,1,99,Color: BlueStyle: Headphones,JBL Tune 230NC TWS
250,R2U2NHW73XC78Y,B09FM6PDHP,3.0 out of 5 stars Right earbud stopped working…,Zoe,3,"I bought these JBL earbuds in March (it’s July now) as a cheap replacement for my lost AirPods and I absolutely fell in love with them. These things really get me through the day with their ambient sound control, great sound quality and omg talk about battery life! This being said….About a month ago my right earbud started having connectivity issues with my Bluetooth (while my left earbud functions normally) and now has completely lost the ability to gain charge. So I’ve basically been down to one earbud which doesn’t allow any of the ambient sound controls and is honestly kind of annoying!I really never write reviews for anything, but I’m genuinely devastated because I loved these JBL earbuds so much and I really needed these to last me longer than 5 months. I hate leaving a bad review, but I don’t want anyone to potentially face this issue!","Reviewed in the United States July 29, 2024",AG66FPQD36HMNUGRE2UY45HZS4QQ,1,4,Color: BlackStyle: Headphones,JBL Tune 230NC TWS
251,R3U67WG7KC37BZ,B09FM6PDHP,"5.0 out of 5 stars Wow, these are good sounding earbuds",Mike,5,"There are review sites around that test headphones and earbuds and as far accuracy in frequency response and imaging, these earbuds outrank most other brand's more expensive earbuds.I have the JBL Tune 600BTNC headphones which are a great over the ear headphones and these earbuds sound just as good and even a bit clearer. That's hard to do. Both, these 230NC and the 600BTNC have bass between 20Hz and 100Hz elevated by 3db to 5db, the 230NC being a bit more accurate. That's Ok because I like my bass a few decibels higher.These earbuds have really good punch as well as ultra low bass down to 20HZ. Comparing these 230NC to your subwoofer is a great way to see how good or weak your subwoofer is. Since these 230NC earbuds are accurate from 20Hz to 60Hz within 1db or +4db above 100Hz, most subwoofers can't provide the bass these earbuds can.The clarity in the midrange and treble is great, and without elevation to make music sound bright and fatiguing.I have tried the JBL Club Pro Plus and Tune 125TWS and neither would seal correctly or be comfortable to wear more than 10 minutes. Mainly because of the big club at the end of the actual ear piece. Those earbuds don't fit good in every ear because they are big. The 230NC doesn't have club at the end of the earpiece but a small thin stalk like most ""wired"" earbuds that fit everyone good. These 230NC with their long thin stalks fit my ears good and seal good, plus they are actually more comfortable than my 600BTNC headphones. The Club Pro Plus actually hurt my ears and left them in pain for an hour after only wearing them for 10 minutes.These 230NC earbuds sound great, seal good, and are comfortable enough to wear for hours. I don't see doing any better than some $300 earbuds or headphone for sound quality.The one thing they fall down in and so do my 600BTNC is that they use the lower class active noise cancelling instead of the adaptive noise canceling. Honestly they sound great even in a noisy plant with the active noise cancelling.For the price slashing Amazon does to the retail price, they are a bargain IMO.The only thing I wish they had was function to test if they are sealed correctly like the Club Pro Plus had in it's app. That way you know you are getting the maximum bass response that these earbuds can produce. I simply test using music with ultra low bass that I'm very familiar with.","Reviewed in the United States February 7, 2023",AF7UFK3GWNSBHUXMPCXJM5LZIKJA,1,38,Color: BlackStyle: Headphones,JBL Tune 230NC TWS
252,R21G2QA3DWXAWV,B09FM6PDHP,4.0 out of 5 stars A satisfactory pair of earbuds with a decent attempt at noise cancellation,Tonigiri,4,"In this review, I will compare the jbl 230 nc wireless earbuds with some of the best wireless earbuds of 2023, based on four criteria: noise cancellation, sound quality, battery life, and design.Noise cancellation: The jbl 230 nc wireless earbuds have active noise cancellation, which works well in most situations, but may not be effective in very loud environments. The Sony WF-1000XM5 wireless earbuds are the best in this category, with outstanding noise-canceling performance that adapts to your surroundings and personal preferences. The Bose QuietComfort Earbuds 2 are also excellent, with adjustable noise cancellation levels and a transparency mode. The Apple AirPods Pro 2 is another good option, with effective noise cancellation and spatial audio support.Sound quality: The jbl 230 nc wireless earbuds deliver a decent sound quality, with a balanced and clear output. However, they may not satisfy audiophiles who prefer a more detailed and dynamic sound. The Technics EAH-AZ80 wireless earbuds are the best in this category in my opinion, with a superb sound quality that rivals some of the best over-ear headphones. They have a rich and balanced sound signature, with deep bass, clear mids, and crisp highs. They also support high-resolution audio codecs and have a dedicated app for EQ customization. The Sony WF-1000XM5 wireless earbuds are also great, with a dynamic and engaging sound that can be tweaked via the Sony Headphones Connect app. The Bose QuietComfort Earbuds 2 are also impressive, with a top-notch sound quality that is well-balanced and natural. Keep in mind that the jbl 230 nc sits in a very different price point than the earbuds above so it's still punching way above its weight in this regard.Battery life: The jbl 230 nc wireless earbuds have a battery life of about four hours, which is average for wireless earbuds. They come with a charging case that can provide an additional 12 hours of playback. The Sony WF-1000XM5 wireless earbuds are the best in this category, with a battery life of up to eight hours with noise cancellation on, and up to 24 hours with the charging case. They also have a quick charge feature that can give you an hour of listening time with just 10 minutes of charging. The Apple AirPods Pro 2 are also good, with a battery life of up to six hours with noise cancellation on, and up to 30 hours with the charging case. They also support wireless charging and have a fast charge feature that can give you an hour of listening time with just five minutes of charging.Design: The jbl 230 nc wireless earbuds have a simple and sleek design, with a matte black finish and a jbl logo on each earbud. They are lightweight and comfortable to wear, with three sizes of silicone ear tips to choose from. They are also water-resistant, which means they can withstand sweat and rain. The Apple AirPods Pro 2 is the best in this category, with a sleek and ergonomic design that fits snugly in your ears. They have an open design without tips, which means they don't block out the outside sound completely. They also have force sensors on each stem that let you control music playback, calls, noise cancellation, and voice assistants. The Beats Fit Pro wireless earbuds are also stylish and comfortable, with a winged design that keeps them secure in your ears. They have an IPX4 rating for water resistance and have touch controls on each earbud.Conclusion: The jbl 230 nc wireless earbuds are a decent pair of headphones for casual listeners who want to escape the noise of the world. However, they are not the best in any category, and they face stiff competition from other models that offer better performance and features. If you want the best noise cancellation, sound quality, battery life, or design, you may want to consider other options such as the Sony WF-1000XM5, the Technics EAH-AZ80, the Bose QuietComfort Earbuds 2, or the Apple AirPods Pro 2. At this price point however, which is often lower (I bought mine on sale for 50% off), the jbl 230 nc is a no-brainer and will give you a value you can't say no to.","Reviewed in the United States August 15, 2023",AEFYG6AEEKPWIUMDM2IYUSDK2FLA,1,140,Color: WhiteStyle: Headphones,JBL Tune 230NC TWS
253,R1PQYT04HC2P7L,B09FM6PDHP,"4.0 out of 5 stars Had high hopes, jury is still out.",Shonna,4,"I bought these to replace my skullcandy sesh Evo. I had the skillcandy for over a year & recently I lost the left bud & then the right ear bud decided it was gonna be finicky about charging. Like the sensor wasn't connecting properly anymore. It was getting super frustrating because I only had 1 ear bud left & when I wanted to use it it would either be dead or only give me a few minutes. After watching many reviews on YouTube & reading them here I decided I'd get these JBL ones as they had good reviews & *bonus* they were on sale for $49.00. I am on day 3 of using them. Around my house I normally only wear 1 ear bud so I can still keep an ear on my kids. I used the right ear bud all day yesterday, sticking it back in the case when not in use. Last night I went to use the left ear bud & it didn't automatically connect when I took it out like the right one. When I had both out it connected so I put the right back in the case. When I woke up this morning I went to use the left one & the app said it only had 20% battery even though it was in the charger all night. In messing with them I realized even in the case the left was still connected & playing. I finally got it to connect to the charger & work properly. But I feel like it shouldn't be this difficult. It's not rocket science placing the ear buds in the case. I am using these for music, podcasts, & watching shows. The sound is great. I haven't made calls with them. They fit comfortably in my ear, I like the black sleek color. I am just hoping I don't continue to have charging or connection issues as I will use these EVERY SINGLE DAY all throughout the day.","Reviewed in the United States July 18, 2024",AEB4PHJN3LWFAU3TMAW2QU6XRTIQ,1,3,Color: BlackStyle: Headphones,JBL Tune 230NC TWS
254,RRN57FT3PCI3I,B09FM6PDHP,5.0 out of 5 stars Better noise canceling than JLAB,Courtney,5,"These headphones are what I've been looking for in a pair of headphones for SO LONG! I love them they connect instantly, the durability only time will tell. The comfort, they are extremely comfortable 😌.Volume control I'll group the rating of the different ""be aware"" controls here the ambient be aware is like your traditional be aware you can listen to music while also hearing your surroundings a little but but the voice be aware setting turns your music down and allows you to listen while also hearing most everything around you with good clarity. The noise canceling I'll tell you how good it is: I ride public transportation a d our roads in the city is not good so it makes the bus rattle when it goes over the bumps and it canceled that loud noise out to about 20-30% of the original sound. I got the black headphones. And the weight they are very light :). All around I love these headphones and I will be keeping them for a VERY long time.If you are on the fence on if you should get these headphones: get them, you will not regret it","Reviewed in the United States July 26, 2024",AGB2C3AMQI2LHYKLHU7CKCEITZ6A,1,0,Color: BlackStyle: Headphones,JBL Tune 230NC TWS
255,RU17Y1H4GO22E,B09FM6PDHP,4.0 out of 5 stars Worked great...for just short of 2 years,Quicksilvur,4,"I think I spent at least $100 on these back in September '22. I wanted to replace a former set of earbuds with something more substantial and higher quality. I really love all that JBL does (I have purchased their FLIP bluetooth speaker as well and it's fantastic).However, for some reason, everything just crashed and burned suddenly. First, the left earbud stopped charging altogether (no light shows up even after cleaning the contacts). Then the charging case went entirely dead after just charging it to 100%. So I'm figuring it's the end. Sadly.I had figured a mid-priced brand would be a nice middle ground (somewhere between Tribit and Bose lol). I am not a power user and am very careful with my earbuds, so maybe this was just as long as these were going to live. I will keep buying JBL, but have to unfortunately add my voice of disappointment on these earbuds.","Reviewed in the United States June 30, 2024",AEEKDCHLNPFK4YGNYN6QNS3JLYSA,1,7,Color: BlackStyle: Headphones,JBL Tune 230NC TWS
256,R1MWSEX4IA2CZA,B09FM6PDHP,"4.0 out of 5 stars Les daría 5 estrellas,pero....",HeidyF,4,"Llevo varios meses utilandolos, la verdad es que por el precio están excelentes.-calidad de sonido increíble-Buena duracion de la batería-Carga super rápido- No se le resbalan del oído tan fácilmente y es algo que suele pasarme con todos los auriculares.Lo que no me gusta:-Poco puedo usar los controles,pues es confuso y no siempre funcionan.-ultimamente me pasa que, a pesar de poner los auriculares en su funda,se quedan conectados al móvil y debo hacer malabares para que se desconecten.- Solo me ha pasado con el auricular derecho; repentinamente se desconecta y cuando veo en la pantalla de mi móvil,dice que está descargado y cuando lo entro en la funda y lo saco,ya está nuevamente cargado en 100%.En conclusión,los recomendaría,pero solo para comprar en oferta.","Reviewed in the United States June 23, 2024",AGBW53OVJEGAY4DCCXV3FLRLAELA,1,1,Color: WhiteStyle: Headphones,JBL Tune 230NC TWS
257,R1GVHKW6B9U2I4,B09FM6PDHP,"4.0 out of 5 stars 4 Stars because after 1 year, left earbud won't hold charge.",Ryan Rodgers,4,"They were pretty good. Great at blocking sound and great sound quality. Unfortunately a little over one year just is not long enough of a life cycle for $99 earbuds.My left ear bud won't hold a charge longer than 20 minutes and it heats up like crazy when it's in the charging case.What a bummer, I really liked these.All I can say is buyer beware. Get the extended warranty.","Reviewed in the United States July 26, 2024",AEPKNOSHCEE5XFII3GCK52WQ3O6A,1,0,Color: BlackStyle: Headphones,JBL Tune 230NC TWS
258,R2IPYI7PS830UQ,B09FM6PDHP,5.0 out of 5 stars Best earbuds I’ve owned!,Laura Schouest Ugas,5,"This is my fifth set of earbuds I buy for my family. I wear them every day at work. I love that I can wear one and if the battery gets low, I can swap them out for the other side and use that one. I plug both in when I vacuum and can choose to hear the background noise or use the noise canceling mode to block out the sound. They normally last me all day at work. My husband has two sets and now I do as well. I cannot say enough good things about this brand. We have been having them for years!","Reviewed in the United States July 19, 2024",AHEM3ADI5VMHRPXVKKU3QVAPK63Q,1,0,Color: WhiteStyle: Headphones,JBL Tune 230NC TWS
259,R2RHV4GBM6U41I,B09FM6PDHP,4.0 out of 5 stars Good buds if you don’t care about noise cancellation,Adam N. Grippo,4,Nice balanced sound. Sound good via my watch. Sound better using the eq app via my phone. Great value if you can get on sale at 50% off on prime day. Otherwise other newer models that are better at noise cancellation. Don’t get super loud.,"Reviewed in the United States July 27, 2024",AGWT4QAMWPC62D67AJ2TD6NJUHCA,1,1,Color: BlueStyle: Headphones,JBL Tune 230NC TWS
260,R2OS6CR52IDNSB,B09FM6PDHP,4.0 out of 5 stars Good sound quality but battery dies quick,F cancer,4,"Love the sound but bought 2 pairs within the last year and after four or five months, the right headphone dies after about an hour and a half full volume besides I like them a lot. But I’m gonna try beats next just to see if the battery last longer","Reviewed in the United States July 23, 2024",AFGEASD5GE5RRNCSYRP24GZHHK5Q,1,0,Color: BlackStyle: Headphones,JBL Tune 230NC TWS
261,R1NJDX89EMTAWJ,B09FM6PDHP,5.0 out of 5 stars Thrilled with this purchase,Kindle Customer,5,"Received these yesterday and couldn’t wait to start using them. My husband has the Apple version and already, I’m more impressed with JBL.These automatically connect to my phone once I put them in my ears, and came with additional sizes for the ear, which I loved as apple inserts are too large for me.Couldn’t beat the price either. Run to get these you’ll be happy you did!","Reviewed in the United States July 26, 2024",AHYAW77QC5FH64DKLHPX7AXFGAWQ,1,0,Color: WhiteStyle: Headphones,JBL Tune 230NC TWS
262,R2E9H0R88NP2T5,B09FM6PDHP,4.0 out of 5 stars Noise cancel is very insignificant,Kalush Family,4,If you had any other quality noise canceling earphones before then with those you will barely notice any difference while noise canceling is on or off.Coming from Bose where ANC is a huge difference.You get what you paid for.Overall good earbuds tho.,"Reviewed in the United States July 19, 2024",AFO7BFUPYBUR64NHZ36ZP4LVYXFA,1,0,Color: BlackStyle: Headphones,JBL Tune 230NC TWS
263,R1102KA3XXF13V,B09FM6PDHP,4.0 out of 5 stars Uncomfortable,Brian Hazzard,4,Found even with the different ear sizes they are not very comfortable.,"Reviewed in the United States August 2, 2024",AGHELJKJRBELNRIZX73QYMUYE7HA,1,0,Color: BlueStyle: Headphones,JBL Tune 230NC TWS
264,R34J0CMO8QDT79,B09FM6PDHP,5.0 out of 5 stars Go on app,Christopher Mineri,5,This product is simply the best go in the app and you can create your own sound. Find an ear buds like this. Loud they can go. For sure. Also noise cancellation yes not all the way quite but in my opinion it’s perfect. I don’t like that when it goes to quiet. Headphones are sick plan English you will not disappointed simply,"Reviewed in the United States July 25, 2024",AFKNLRTYV5QLJ2DYUWPQMMESBHPQ,1,0,Color: BlackStyle: Headphones,JBL Tune 230NC TWS
265,R25S33Q5P6H1GL,B09FM6PDHP,4.0 out of 5 stars JBL 230NC TWS,SHAH FAMILY,4,Good headphones for its price. You need to adjust the headphones tips to fit your ears to make it true noise cancelling. Overall satisfied with the product.,"Reviewed in the United States July 24, 2024",AHMS6QFDKX7JUJ54CBISZBWCN2AQ,1,0,Color: BlackStyle: Headphones,JBL Tune 230NC TWS
266,R3P9EX24H71LTQ,B09FM6PDHP,5.0 out of 5 stars For the money these are the best ear buds I have ever owned!,Emerald Knight,5,"Never been a big bud user but when these got tuned in the sound was very clear, the outside noise was gone and the response to voice was exceptional. These are well worth the money and give all they claim! You won't be sorry if you purchase.","Reviewed in the United States July 31, 2024",AHSF56GLVAZXLKL5MDWNB425YKWA,1,0,Color: BlackStyle: Headphones,JBL Tune 230NC TWS
267,R23KSWFZYQAMVT,B09FM6PDHP,5.0 out of 5 stars Go to earphones,Kriss,5,"Love to earphones.Good fit and does not fall out during workouts. Noice canceling is good. While sony over ear ones completely isolate the sound, for these if anything is playing even on minimal volume - its awesome.Battery life superb, wish they would be a tiny bit Lounder but by no means they are too quiet.Only thing I would love to change is the spring in case - it springs open, and has the slight resistance closing (almost like default position would be meant as opened). Would love it to be reversed. but that's nitpicking .For $70-80 awesome un would recommend in this price point. Also great for long travels and more discreate than over ear headphoens","Reviewed in the United States June 24, 2024",AFGBOXKX74OZXYEJQSNVQC25SDAA,1,0,Color: BlackStyle: Headphones,JBL Tune 230NC TWS
268,R2BCZ4U0CUPZFO,B09FM6PDHP,5.0 out of 5 stars Noice cancelation,Amazon Customer,5,These ear buds are great for drowning out noice at work! I get my duties done and I get to enjoy the podcast I've been waiting to listen to! Great color goes with all my outfits and they come with a case to store them in. Best ear buds I've purchased!,"Reviewed in the United States July 30, 2024",AGLO3A255IIBZS6VAC7NLUKFFWJA,1,0,Color: BlackStyle: Headphones,JBL Tune 230NC TWS
269,R2DL9IP8FF10US,B09FM6PDHP,3.0 out of 5 stars They are okah,The drawers are like mesh and don’t slid in all the way. I thought they were going to be wooden drawers.,3,For the price of these I wouldn’t buy them again. I bought them when they were half off and I don’t think I’d even spend that much money. There is a white noise when you put the headphones in but can be shut off by tapping the left ear bud. By tapping the right ear bud you can pause what you are listening to. I usually wear one ear bud and if I just have the right one in you can’t shut off the white noise but if you only wear the left one you can’t pause it when you need to. If you want to shut the white noise off and have the right one in your ear you have to leave the left ear bud out of the case to shut the sound off which is only a matter of time until you loose it. I like how they fit in my ear and they don’t fall out like normal ones do. They are very clean and I like the look but the issues I listed above out weigh the good for me.,"Reviewed in the United States July 31, 2024",AFVP6QLJMKY47PGNXODE6PKK6IKQ,1,0,Color: BlackStyle: Headphones,JBL Tune 230NC TWS
